itemname	itemprice	size	brand
בצל ירוק(שקית ) חסלט	7.9		
בצלצלי איזי שאלוט חו	8.9		
בצלצלי שאלוט	10.9		
בצלצלי שאלוט 350 גרם	10.9		
בצלצלי שלוט	9.9		
בצק משחק -כלב	12.9		
בצק עוגיות 680 ג	29.9		
בצק עלים חמאה מעדנות	30.2		
בצק עלים מצונן ומוכן	14.8		
בצק עלים מרודד זוגלו	14.9		
בצק עלים מרודד ינון	13.1		
בצק עלים צרפתי מרודד	21.9		
בצק עלים צרפתי שחף 1	18.1		
בצק עלים רמי לוי 1קג	14.1		
בצק פילאס 500גר זוגל	14.9		
בצק פילאס 600 גר	14.9		
בצק פילאס שלושת האופ	16.8		
בצק פילאס תורכי מעדנ	24.1		
בצק פילו 2*250 גרם מ	24.1		
בצק פילו 500גר זוגלו	14.9		
בצק פילו מוכן לאפייה	14.8		
בצק פילו שלושת האופי	16.8		
בצק פיצה דק מצונן ו	15.8		
בצק פריך למאפים מתוק	24.1		
בצק פריך מרודד למאפי	23.9		
בצק פריך מתוק 900ג ר	20.2		
בקבוק 500 מל פלסטיק	15.9		
"בקבוק 650 PP מ""ל VF"	15.9		
בקבוק PP 650 מל - VF	15.9		
בקבוק בירה בלומון 33	12.9		
בקבוק בירה חוזר ריק	1.2		
בקבוק בירה מלכה אדמו	13.9		
בקבוק בירה מלכה בהיר	13.9		
בקבוק בירה נגב אמבר	13.9		
בקבוק הברקה נעליים ש	14.9		
בקבוק חוזר 500מל פקד	1.2		
בקבוק טריטן 500 מ''ל	21.9		
"בקבוק טריטן 500מ""ל ע"	21.9		
"בקבוק טריטן 700 מ""ל"	24.9		
בקבוק לצבע עם רולר -	34.9		
בקבוק לתינוק 360 מל	18.1		
בקבוק לתינוק אנטי קו	40.4		
בקבוק רוטב ברביקיו 3	11.9		
בקבוק רוטב טריאקי 37	11.9		
בקבוק רוטב לפיצה 300	11.9		
בקבוק רוטב סויה סיני	11.9		
בקבוק רוטב סויה קלאס	11.9		
בקבוק רוטב סצ'ואן 30	11.9		
בקבוק רוטב צ'ילי חרי	11.9		
בקבוק רוטב צ'ילי מתו	11.9		
בקבוק שתייה אלסקה (1	29.9		
בקבוק שתייה מינסוטה	29.9		
בקבוק שתייה ספורט דק	29.9		
בקבוק שתייה ספורט טק	29.9		
בקבוק שתייה ספורט קנ	29.9		
בקבוק שתייה ספורט קר	29.9		
בקבוקי אבקה בטעם פרי	15.9		
בקרדי בריזר אננס 275	13.9		
בקרדי בריזר אפרסק 27	13.9		
בקרדי בריזר לימון 27	13.9		
בקרדי בריזר לימון לי	13.9		
בקרדי בריזר מנגו פסי	13.9		
בקרדי בריזר פטל 275	13.9		
בראוניס וניל ושבבי ש	12.8		
בראוניס שוקולד ושבבי	12.8		
בראשית קברנה סובניון	34.9		
ברוקולי 800גר רמי לו	14.1		
ברוקולי יבולי הכפר	8.9		
ברוקולי קפוא מהשדה 6	29.9		
ברזלית צילינדר 5יח ר	8.7		
ברזלית צילינדר רמי ל	8.0		
ברי בקר המושבה	106.0		
ברי עדי חפיסה 24% 12	20.4		
ברי עיזים בייבי	195.0		
בריא מהטבע גרנולה פי	24.9		
בריא מהטבע גרנולה שו	24.9		
בריטה שלישיית פילטר	139.9		
ברילה איטריות ללא גל	14.9		
ברילה לזניה 500 גרם	16.9		
ברילה ספירלי ללא גלו	14.9		
ברילה צינורות ללא גל	14.9		
ברילה קנלוני מספר 88	15.6		
ברילה רוטב בסיס עגב	14.8		
ברילה רוטב לפסטה ארב	14.8		
ברילה רוטב לפסטה נפו	14.8		
ברילה רוטב לפסטה עגב	14.8		
ברילה רוטב לפסטה פומ	14.8		
ברינזה כבשים 18% 250	19.9		
ברמן לחם אקטיב 500גר	15.9		
ברנדי שטוק 84 37 % 7	79.8		
ברנפלקס אקסטרא פייבר	24.9		
ברנפלקס קרנצ'ים תלמה	24.9		
ברנפלקס ריבועי בטעם	24.9		
ברף סבון לאסלה 50 גר	8.0		
בשדי יער	40.5		
בשר הודו טחון טיבון	13.1		
בשר ראש קפוא חלק	110.0		
ג'אמפ בטעם אשכוליות	6.7		
ג'אמפ בטעם מנגו פסיפ	6.7		
ג'אמפ בטעם תות בננה	6.7		
ג'אמפ בטעם תפוח צלול	6.7		
ג'אמפ דיאט אשכוליות	6.7		
ג'אמפ ענבים 1.5 ליטר	6.7		
ג'אמפ רימונדה 1.5 לי	6.7		
ג'אמפ תפוזים 1.5 ליט	6.7		
ג'בטה 380 גר	15.9		
ג'בטה 4 יחידות	16.1		
ג'וי ביצת הפתעה קינד	5.5		
ג'וי ביצת שוקולד קינ	16.0		
ג'ורדן מברשת טוטאל ק	14.9		
ג'ורדן מברשת לילדים	15.1		
ג'חנון אפוי ינון 600	18.1		
"ג'חנון חמסי 1 ק""ג"	18.9		
ג'חנון ינון 750 גרם	13.1		
ג'חנון תימני שלושת ה	12.9		
ג'ייקובס קפסולות אספ	17.9		
ג'ייקובס קפסולות קפה	17.9		
ג'ילט 10 סכיני פיוז'	99.9		
ג'ינג'ר תפזורת	24.9		
ג'ינגר לבן כבוש ללא	7.8		
ג'ל אורנים מרוכז לני	14.9		
ג'ל גילוח ג'ילט סירי	13.1		
ג'ל גילוח לעור עדין	12.9		
ג'ל גילוח לעור רגיש	17.0		
ג'ל חזק לעיצוב שיער	22.1		
ג'ל כביסה 1 ליטר	19.9		
ג'ל כביסה ורוד 5לי ר	32.9		
ג'ל כביסה ירוק 5לי ר	32.9		
ג'ל כביסה כחול 5לי ר	32.9		
ג'ל כביסה מרוכז 5 לי	44.9		
ג'ל כביסה מרוכז פי 2	29.9		
ג'ל כביסה+מרכך 2 ליט	39.8		
ג'ל לכביסה אדום 3לי	24.9		
ג'ל לכביסה ירוק 3לי	24.9		
ג'ל לכביסה כחול 3לי	24.9		
ג'ל לניקוי אסלה ז'או	9.9		
ג'ל לניקוי כללי סנו	16.9		
ג'ל מקצועי לשיער 350	29.9		
ג'ל רחצה ושמפו מעיינ	14.9		
ג'ל רחצה מועשר חוחוב	7.9		
ג'ל רחצה מועשר לבנדר	7.9		
ג'ל רחצה מועשר נקטר	7.9		
ג'ל רחצה מועשר פירות	7.9		
ג'ל רחצה קרמה מן 700	14.9		
ג'לטין דגים קרטונית	9.0		
ג'לי בטעם ענבים 125	2.2		
ג'לי בטעם פטל 125 גר	2.5		
ג'לי תנובה אננס	2.5		
ג'לי תנובה אפרסק	2.5		
גאודה 33% בזיליקום ו	120.0		
גאודה במשקל 28%	98.0		
גאודה זעתר שקיל	110.0		
גאודה טריקולור שקיל	150.0		
גאודה עיזים	106.0		
גאודה עיזים 32% שקיל	141.0		
גאודה עם עשבי תיבול	120.0		
גאודה פסטו ירוק 200ג	32.3		
גאודה תנובה	86.0		
גבינה בולגרית 18% מע	14.8		
גבינה בולגרית 5% גבי	22.9		
גבינה בולגרית 5% גד	25.7		
גבינה בולגרית למריחה	18.1		
גבינה בולגרית מעודנת	22.9		
גבינה בולגרית קוביות	14.8		
גבינה בייבי בל 5 יח	22.9		
גבינה חצי קשה במעטפת	22.9		
גבינה חצי קשה חלב עי	23.5		
גבינה כחולה גד 100 ג	18.9		
גבינה כחולה עם עובש	13.1		
גבינה לאפיה טבורוג ל	24.9		
"גבינה לאפיה תבור לל"""	24.9		
גבינה לבנה 5% בטעם ש	6.9		
גבינה לבנה 5% טרה 25	5.8		
גבינה לבנה 5% טרה 50	11.6		
גבינה לבנה 5% טרה 75	17.4		
גבינה לבנה מחלב עיזי	17.2		
גבינה לבנה סקי 5% שו	3.4		
גבינה לבנה תנובה 3%	11.7		
גבינה לבנה תנובה 5%	5.8		
גבינה לבנה תנובה 9%	5.6		
גבינה לבנה תנובה זית	6.9		
גבינה לואשקירי 120 ג	13.9		
גבינה לואשקירי 240גר	26.9		
גבינה מגורדת טריו 27	28.5		
גבינה מגורדת לפיצה ה	24.3		
גבינה מותכת 100 ג צו	8.2		
גבינה מותכת טוסטי 23	21.1		
גבינה מותכת לייט בטע	11.9		
גבינה מותכת לייט עם	11.9		
גבינה מותכת למריחה ב	12.0		
גבינה מותכת למריחה ע	11.9		
גבינה מותכת משולשים	14.5		
גבינה סקנדינבית	75.0		
גבינה עיראקית 24% שו	84.0		
גבינה צ'דר בשלה 35%	75.0		
גבינה צ'דר בשלה פרוס	15.9		
גבינה צהובה 28% רמי	32.0		
גבינה צהובה אצבעות ע	18.7		
גבינה צהובה גאודה 28	8.9		
גבינה צהובה גוש חלב	15.3		
גבינה צהובה גלבוע 22	14.3		
גבינה צהובה גלבוע לי	19.3		
גבינה צהובה מגורדת ע	37.5		
גבינה צהובה עמק 15%	18.4		
גבינה צהובה עמק 28%	18.4		
גבינה צהובה עמק לייט	34.5		
גבינה צפתית 5%	51.0		
גבינה צפתית 5% גד 35	23.1		
גבינה צפתית בטעמים 5	48.0		
גבינה צפתית מעודנת 5	15.5		
גבינה צפתית קשה 24%	80.0		
גבינת איבריקו שקיל	93.0		
גבינת ברי 125גר יורו	15.9		
גבינת ברי צרפתית שקי	90.0		
גבינת ברינזה צאן 22%	89.0		
גבינת גאודה	90.0		
גבינת גאודה הולנדית	68.0		
גבינת גאודה חצי קשה	19.9		
גבינת גאודה יעקבס 20	22.9		
גבינת גאודה עם פטריו	139.0		
גבינת גאודה עמק 30%	21.2		
גבינת גאודה פרוסה 29	9.9		
גבינת גלבוע 22%	49.5		
גבינת גרנה פדנו קשה	11.9		
גבינת גרנה פדנו שבבי	15.9		
גבינת חלומי 250 גר	15.9		
גבינת חלומי 30%	89.0		
גבינת חלומי פיראוס 3	21.5		
גבינת טופו משק צוריא	13.5		
גבינת טל העמק 32% שו	21.1		
גבינת טל העמק לייט 9	21.1		
גבינת כבשים פטריות כ	170.0		
גבינת לאבנה 5% גד 25	13.9		
גבינת לאבנה 9% שומן	19.2		
גבינת לאבנה בתוספת ש	15.9		
גבינת לאבנה עיזים 5%	18.9		
גבינת מאסדם	76.0		
גבינת מוצרלה 22% גד	17.9		
גבינת מוצרלה בייבי 1	14.9		
גבינת מוצרלה מגורדת	10.9		
גבינת מוצרלה פרוסות	12.5		
גבינת מיני ברי איל ד	24.9		
גבינת מנצ'גו משק יעק	25.9		
גבינת מנצ'גו רמי לוי	120.0		
גבינת מסקרפונה 250 ג	18.1		
גבינת נעם 22% שומן	49.0		
גבינת נעם 28% שומן	51.0		
גבינת נעם נטול לקטוז	21.9		
גבינת סקי בטעם וניל	3.9		
גבינת עז מה 5% יעקבס	17.9		
גבינת עיזים 5% גד 25	18.9		
גבינת עיזים חצי קשה	110.0		
גבינת עיזים למריחה 5	59.0		
גבינת עיזים מוקצפת 1	22.9		
גבינת עיזים רכה שקיל	110.0		
גבינת פטה במי מלח 21	24.9		
גבינת פטה כבשים	96.0		
גבינת פטה כבשים 20%	28.5		
גבינת פטה נטול לקטוז	16.9		
גבינת פטה עיזים 20%	28.9		
גבינת פטה עיזים מעוד	33.2		
גבינת פילדלפיה 150 ג	14.9		
גבינת פיקורינו כבשים	145.0		
גבינת פקורינו כבשים	21.2		
גבינת פרומעז עיזים 2	25.9		
גבינת פרמג'נו רג'יאנ	25.9		
גבינת פרמז'ן קשה 27%	19.1		
גבינת פרמז'ן רמי לוי	98.0		
גבינת פרמזן משולשים	24.8		
גבינת צ'דר המושבה מע	100.0		
גבינת צדר אנגלי כתומ	25.2		
גבינת צייז לונג 200	19.1		
גבינת קאש 9% שומן	51.0		
גבינת קוטג' מועשר 5%	6.0		
גבינת קממבר 125גר יו	18.9		
גבינת קממבר 200 גר	19.9		
גבינת קממבר בייבי 12	16.9		
גבינת קרם שמנת 5% טר	11.9		
גבינת קשקבל חצי קשה	16.9		
גבינת קשקבל מחלבות ג	29.1		
גבינת קשקבל רמי לוי	70.0		
גבינת רוקפור משק יעק	26.9		
גבינת רסטה 150גר	19.9		
גבינת רסטה 20%	115.0		
גבינת שמנת 16% 200 ג	14.9		
גבינת שמנת 500 גרם	19.9		
גבינת שמנת ארלה 300ג	24.1		
גבינת שמנת בטעם טבעי	14.9		
גבינת שמנת זיתים 25%	40.0		
גבינת שמנת זיתים 500	19.9		
גבינת שמנת טבעית 25%	40.0		
גבינת שמנת לייט עם ז	12.7		
גבינת שמנת ניו יורק	13.5		
גבינת שמנת נפוליאון	14.6		
גבינת שמנת עם זיתים	12.7		
גבינת שמנת עם כמהין	14.9		
גבינת שמנת עם שום 20	12.7		
גבינת שמנת פלפלים פי	14.6		
גבינת שמנת ריבת בצל	14.9		
גבינת שמנת שום שמיר	11.9		
גביעי גלידה אמריקאי	8.5		
גביעי גלידה אסם 24 י	11.9		
גביעי גלידה בטעם שוק	14.9		
גביעי גלידה מגולגלים	9.9		
גביעי גלידה רמי לוי	7.9		
גביעים אמריקאיים 240	6.9		
גביעים אמריקאיים 480	6.9		
גביעים אמריקאיים 990	6.9		
גביעים אמריקאים 240מ	20.9		
גביעים אמריקאים 480מ	20.9		
גד בולגרית 16% 250 ג	25.7		
גד חלומי 200 גר	22.9		
גו משקה חלב עם וניל	8.2		
גודיז מאגדת תות אפרס	29.9		
גודיז פרי אפרסק 8יח	23.9		
גודרס להברקת כלי כסף	14.9		
גויאבה	18.9		
גולדסטאר 500 פחית	7.9		
גולדסטאר SLOWBREW שי	34.9		
"גולדסטאר בק 330 מ""ל"	6.0		
גולדסטאר חוזר 500 בק	7.9		
"גולדסטאר לא מסונן ח"""	34.9		
גולדסטאר לא מסונן פח	8.9		
גולדרינג עוגיות גורמ	10.9		
גולון ביסקווט קרם יו	14.7		
גולון ביסקויט סנדויץ	13.0		
גולון טוסטדה ללא סוכ	15.0		
גולון עוגיות ללא סוכ	18.1		
גולון קרקר פיק דגיגי	12.9		
גולון רונדיטוס ביסקו	17.1		
"גולון שוקוציפס ללת""ס"	11.9		
גולש עגל ארוז מגש	54.9		
גולש פרמיום טרי	99.9		
גומי בקבוק קולה מסוכ	12.9		
גומי דובדבן 200 גר ב	10.0		
גומי דובדבן 300 גרם	13.9		
גומי דובונים 300 גרם	13.9		
גומי לב אהבה 300 גרם	13.9		
גומי לעיסה פיור וויט	17.9		
גומי מסוכר פירות 300	13.9		
גומי נחש מוברק 250 ג	12.9		
גומי נשנושי נחש חמוץ	12.9		
גומי נשנושי נחש קולה	12.9		
גומיות משרדיות כ-350	7.9		
גוניור סלט פירות שיב	6.0		
"גוניור תפו""ע בננה שי"	6.0		
גונסון בייבי שמן 500	29.9		
גונסונס בייבי טלק 40	27.9		
גונסונס בייבי שמפו ג	23.9		
גופייה גבר - ריב לב	39.9		
גופייה גבר- ריב שחור	49.9		
גופיית ציצית	32.3		
גורמה גולד Savoury C	6.9		
גורמה גולד נתחי סלמו	6.9		
גורמה גולד פטה ארנב	6.9		
גזוז בטעם לימון ליים	3.8		
גזוז בטעם לימון ספרי	5.8		
גזוז בטעם תפוזים מיר	31.9		
גזר ארוז	1.96		
גזר בתפוזרת	3.8		
גזר גמדי סנפרוסט 800	17.9		
גזר גמדי רמילוי 800	11.1		
גזר דק דק 250 גרם שט	6.9		
גזר מרוקאי ברוטב פיק	10.9		
גזר צבעוני חוות תקוע	8.9		
גחנון אפוי 600 גרם ח	17.9		
גחנון אפוי רמי לוי 6	12.9		
גחנון צנעני 900 ג	19.9		
גחנון רמי לוי 750 גר	12.1		
"גטורייד כחול 500 מ""ל"	9.9		
גטורייד תפוז אדום 50	9.9		
גיגית כביסה / אחסון	59.9		
גידים בקר קפוא חלק	49.9		
גייקובס קפה נמס נטול	26.8		
גיל 3% 200מל מהדרין	1.75		
גיל בטעם וניל	1.6		
גיל בטעם תות	1.6		
גילה 125 מל	1.1		
גינגר ורוד 190גרם	6.8		
גינקו קרם ידיים 100	6.0		
"גל אלוורה 200 מ""ל"	12.9		
גל כביסה 4 ליטר אקול	49.4		
גל סירייס לעור רגיש	14.9		
גלגלוני 500 גר רמילו	15.1		
גלידה 5 טעמים שטראוס	24.8		
גלידה בן & ג'ריס בצק	21.9		
גלידה בן & ג'ריס צ'ר	21.9		
גלידה בן & ג'ריס שוק	21.9		
גלידה בן & גירס נטפל	21.9		
גלידה בן &ג'ריס וניל	21.9		
גלידה בן &ג'ריס טופי	21.9		
גלידה בן &ג'ריס קפה	21.9		
גלידה בן& ג'ריס ניו	21.9		
גלידה בן&ג'ריס דולצ'	21.9		
גלידה בן&ג'ריס קרם ע	21.9		
גלידה לואקר אגוזי לו	39.9		
גלידה לואקר טורטינה	39.9		
