itemname	itemprice	size	brand
אטריות אורג. ללא גלוטן מאורז תאילנדי 250	18.9		
אטריות אורגניות ללא גלוטן 100% כוסמת 250	21.9		
אטריות אורז דקות 200 גרם	8.0		
אטריות אורז דקות 300 ג מ.שף	10.9		
אטריות אורז רחבות אוריינט 400 גר	15.9		
אטריות בטעם בשר בקר 60גר KAZAN	2.9		
אטריות בטעם עגל 60גר XPRESS	2.9		
אטריות בטעם עוף ביתי להכנה מהירה 60 ג60	2.9		
אטריות בטעם עוף להכנה מהירה 60גר KAZAN	2.9		
אטריות בטעם פיצה להכנה מהירה 60גר WAIWAI	2.9		
אטריות בינוניות 400 גרם	7.9		
אטריות ביצים 10 200 גר	11.5		
אטריות ביצים 14 200 גר	11.5		
אטריות ביצים 454 גרם	13.5		
אטריות ביצים דקות 400 גרם	12.5		
אטריות ביצים מס 8 200 גר	11.5		
אטריות ביצים פטוציני אוריינט 400 גרם	16.7		
אטריות ביצים פפרדלה אוריינט 400 גר	16.7		
אטריות ביצים רחבות 400 גרם	12.5		
אטריות דקות 400 גרם	7.9		
אטריות דקות במיוחד שקדיה 500 גרם	17.5		
אטריות דקיקות 400 גרם	7.9		
אטריות טריות דקות 200 גרם	9.2		
אטריות טריות עבות 200 גרם	9.2		
אטריות כוסמין וביצים אורגניות 250 גרם	17.9		
אטריות להכנה מהירה בטעם בקר 75 גר REEVA	8.6		
אטריות להכנה מהירה בטעם ירקות 85 גרם	3.9		
אטריות להכנה מהירה בטעם עוף 75 גר REEVA	8.6		
אטריות להכנה מהירה בטעם עוף 85 גרם	3.9		
אטריות להקפצה מסולסלות נודלס 200 גרם	4.5		
אטריות להקפצה רחבות נודלס 200 גרם	4.5		
אטריות נאמה אודון 200 גרם	8.6		
אטריות עגולות דקות 500 גרם	10.3		
אטריות עם גבינה מסולסלים 156 גרם	12.9		
אטריות עם כוסמת 454 גרם	12.2		
אטריות צבעוניות לקישוט 55 גרם	16.5		
אטריות ראמן אורז מלא בטעם בקר להכנה מהיר	15.5		
אטריות ראמן אורז מלא בטעם עוף להכנה מהיר	15.5		
אטריות ראמן עוף תירס להכנה מהיר	13.9		
אטריות רחבות 400 גרם	7.9		
אטריות שעועית 300 גרם מאסטר שף	11.5		
אטריות שעועית דקות 250 גרם	8.9		
אידיאל מסיר כתמים לפני כביסה -כדור מבריש	27.5		
אידיאל מסיר כתמים לפני כביסה -כדור מסאג	27.5		
איולי עגבניות 295 גרם עללחם	18.9		
איולי פלפלים עללחם 295 גרם	18.9		
איולי פסטו עללחם 295 גרם	18.9		
איולי שום לימון עללחם 295 גרם	18.9		
איולי שום עללחם 295 גרם	18.9		
איטריות ביצים 500 גרם Bechtle	12.9		
איטריות ביצים רחבות 500 גרם Bechtle	12.9		
איטריות בתוספת עגבניות 454 גרם	13.5		
איטריות להכנה מהירה קויסטי עוף 70 גר קוי	4.1		
איטריות קונגאק ללא גלוטן 270 גרם skinny	13.5		
איטשבי-עיזים כבשים 23% במשקל	259.0		
"איילנד גויאבה 300 מ""ל"	5.9		
"איילנד מנגו 300 מ""ל"	5.9		
איילנד נקטר גויאבה קרטונית 1 ליטר	10.4		
איילנד נקטר מנגו קרטונית 1 ליטר	10.4		
"אייס לי 4 טעמים 8*100 מ""ל"	7.1		
"אייס קפה GO 340 מ""ל"	10.7		
אייס קפה שיבולת שועל 1 ליטר אלטרנטיב	17.5		
אייס קפוצינו 1 ליטר	13.4		
"אייריש קרים בייליס 700 מ""ל"	109.9		
"איירן 300 מ""ל"	7.1		
אינסטנט פודינג וניל סוויטאנגו 50 גר	14.5		
איקרה אדום 250 גר	22.9		
איקרה אדומה 200 גרם	17.9		
איקרה ביצי דג טרוטונית והרינג 180 גרם	20.9		
איקרה ביצי דג טרוטונית והרינג עם אבקדו	20.9		
איקרה ביצי דג טרוטונית והרינג עם פורל וס	20.9		
איקרה ביתית ורודה 300 גרם	24.9		
איקרה ביתית לבנה 300 גרם	24.9		
איקרה חציל ביתי 450 גרם	22.9		
איקרה חצילים נזין 450 גרם	23.9		
איקרה לבן 250 גר	22.9		
איקרה לבנה 200 גרם	17.9		
איקרה מינטאי 140 גרם	8.5		
"אירוויק אלקטריק רפיל אנטי-טבק מ""ל"	20.9		
אירוויק מילוי מבשם אוטומטי היער הקסום	21.9		
אירוויק מילוי מבשם חשמלי חלום ליל קיץ	20.9		
אכו	16.0		
אכינצאה אבסולוט	199.9		
אל סבון אלוורה ותה ירוק נקה 7 750 מל	15.4		
אל סבון אמבט גונסונס	23.9		
אל סבון היגייני קמיל דר פישר 1 ליטר	19.9		
"אל סבון וקצף אמבט ד""ר פישר קידס 750 מ""ל"	18.9		
אל סבון ורד ויסמין נקה 7 750 מל	15.4		
אל סבון זית 1 ליטר	10.5		
אל סבון כיף בניחוח אבטיח ומנטה 1 ל	16.9		
אל סבון כיף בניחוח תאנה ותה ירוק 1 ל	16.9		
"אל סבון כיף שמן קטיפתי שלישייה 3*500 מ""ל"	19.9		
אל סבון לידיים קמיל בלו ניקיון ולחות 1 ל	19.9		
אל סבון נקה 7 500 מל*3	30.9		
אל סבון סנסטיב שיבולת שועל קמיל בלו 500	24.9		
"אל סבון פינוק לילדים 700 מ""ל"	16.6		
"אל סבון פמלי ארומתרפי שלישייה 500*3 מ""ל"	18.9		
אל סבון פמלי הסדרה הלבנה שלישייה 500*3	18.9		
אל סבון פמלי לבנדר ארומטי שלישייה 500*3	18.9		
אל סבון קמיל בלו קלאסיק דר פישר 1 ל	31.9		
אל סבון רימונים 1 לי	10.5		
אלוויר חמאה נורמנדי 200 גר	24.9		
אלוויר חמאה נורמנדי מלוחה 200 גרם	24.9		
אלוויר חמאה רכה 250 גר	27.9		
אלוויר חמאה רכה מלוחה 250 גר	27.9		
אלולוז אבקת ממתיק שולחני 300 גרם	33.9		
אלכוהול PHARMAX 96% מל 100	9.9		
אלמנדוס/ חמניות פיקנ	79.0		
"אלמנטס שרדונה 750 מ""ל"	69.9		
אלמקס לילדים 75 מל משחת שיניים	21.9		
"אלמקס מי פה לשטיפה 400 מ""ל"	34.9		
"אלסבון בייבי כיף+משאבה 750 מ""ל"	17.9		
אלסבון כיף 1 ליטר	16.9		
אלסבון כיף 1 ליטר יסמין לבנדר	16.9		
אלסבון כיף שלישייה 1.5 ל	19.9		
אלספה (390) כמוסות	229.9		
אלספה 210	114.9		
אלספה מקס 100 כמוסות	137.9		
אלפא דוג חטיף גליליות בקר	9.9		
אלפא דוג חטיף חטיפי בקר	9.9		
אלפא דוג חטיף מקלוני עוף ודג עם עור בקר	9.9		
אלפא דוג חטיף משקוליות עוף וברווז עם עור	9.9		
אלפא דוג חטיף עצם סידן בציפוי בקר	9.9		
אלפא דוג חטיף פילה קוד	9.9		
אלפא דוג חטיף פרוסות סלמון	9.9		
אלפרו בריסטה NT MILK שיבולת שועל 1 ליטר	19.5		
אלפרו בריסטה משקה שיבולת שועל 1 ליטר	16.9		
אלפרו בריסטה משקה שקדים 1 ליטר	16.9		
"אלפרו בריסטה שיבולת שועל 500 מ""ל"	8.9		
אלפרו מעדן סויה בטעם וניל 125 גר * 4 יח	19.5		
אלפרו מעדן סויה בטעם שוקו 125 גר * 4 יח	19.5		
אלפרו מעדן סויה בטעם שוקו בלגי 125 גר*4	19.5		
אלפרו משקה בריסטה סויה 1ל	16.9		
אלפרו משקה סויה 1 ליטר	16.9		
אלפרו משקה סויה ללא סוכר 1 ליטר	16.9		
אלפרו משקה שיבולת שועל 1 ליטר	16.9		
"אלפרו משקה שיבולת שועל לל""ס 1 ליטר"	16.9		
אלפרו משקה שקדים 1 ליטר	16.9		
אלפרו משקה שקדים ללא סוכר 1 ליטר	16.9		
אלפרו סויה בטעם וניל 1 ליטר	16.9		
אלפרו סויה בטעם שוקו 1 ליטר	16.9		
"אלפרו סויה לבישול 14% שומן 250 מ""ל"	12.7		
אלפרו שיבולת שועל בטעם וניל עוגיות 1 ליט	18.5		
אם אנד אם בוטנים 200 גרם	28.9		
אם אנד אם שוקולד 200 גרם	28.9		
אמאזון 400 גר	32.9		
אמאטו צלפים בצנצנת 80 גרם	7.9		
אמאטו שעועית לבנה בצנצנת 360 גרם	8.9		
אמזון קרם לכאבים	79.9		
אמיצלי 150 גרם	24.9		
אמנטל צרפתי ארוז 250 גר	38.9		
אמנטל צרפתי במשקל	139.0		
אמנטל שוויצרי פרוס 150 גר	41.9		
אמפנדה במילוי טחון מהצומח 400 גרם	29.9		
אמפנדס מאפה במילוי בשר 330 גרם	36.9		
"אמרטו דיסרונו 100 מ""ל"	109.9		
אמרנט אורגני 500 גר תבואות ללא גלוטן	15.4		
אנאס עוגיות דקות בטעם גינגר 150 גר	16.9		
אנאס עוגיות דקות בטעם קפוצינו 150 גר	16.9		
אנאס עוגיות דקות בטעם שקדים 150 גר	16.9		
אנאס עוגיות דקות בטעם תפוז 150 גר	16.9		
אנגל 100 שיפון קל 750 גר	15.9		
אנדי בלגי	15.9		
אנזימי עיכול 60 כמוסות	81.9		
אנטון ברג-בקבוקוני שוקולד עם ליקרים 62גר	31.9		
אנטון ברג-מרציפן בייליס אייריש קרים 175	52.9		
אנטון ברג-מרציפן דובדבן ברום 220 גר	52.9		
אנטון ברג-מרציפן פטל בליקר תפוז 220 גר	52.9		
אנטון ברגבקבוקי שוקולד במילוי ליקרים 187	84.9		
אנטונלי קרואסון טוויסט שוקולד 250 גר	19.9		
אנטונלי-קרואסון במילוי משמש 250 גר	18.9		
אנטונלי-קרואסון קרם פטיסייר 250 גר	18.9		
אנטונלי-קרואסון קרם פיסטוק 250 גר	18.9		
אנטונלי-קרואסון שוקולד 250 גר	18.9		
אנטונלי-קרואסון שוקולד וחלב 250 גר	18.9		
אנטונלי-קרואסון תות 250 גר	18.9		
"אנטי קאלק למכונת קפה 700 מ""ל"	24.9		
אנטילג קרמפס	59.9		
אנטריקוט טרי	279.9		
אנטריקוט עגל טרי ללא עצם	159.9		
אניס כוכב 50 גרם	24.9		
אננס בכוסות פלס. רביעיות 113 גר	15.5		
אננס חתוך בסירופ קל וילי פוד 565 גר	7.9		
אננס חתוך וילי פוד 2	5.3		
אננס חתוך קפוא 300 גר	19.5		
אננס חתוך תומר 830 גרם	12.2		
אננס טבעי	129.0		
אננס טרי	19.9		
אננס מוקפא סנפרוסט 300 גרם	18.5		
אננס מיובש ללא סוכר 160 גרם קופסא	24.9		
אננס צהוב עיגולים	49.0		
אננס קפוא 500 גרם ירוק	21.9		
אננס שלם תומר 850 גרם	12.2		
אנרגול כדורי אנרגיה 45 גרם	10.9		
אנרגי מאגדת תחתית שוקולד לבן 144 גר	16.5		
אנרגי משולשות כשלפ תירס בצל מקורמל 30 ג	6.5		
אנשובי ארוך בצנצנת 80 גרם	18.5		
אנשובי בפח 45 גרם	8.6		
אנשובי בפח עם שמן זית 45 גרם	12.2		
אנשובי בצנצנת 100 גרם	15.5		
אנשובי בצנצנת עם שמן זית 100 גרם	20.9		
אסאדו מתובל	109.9		
אסאדו עגל טרי	57.9		
אסאדו פרימיום טרי סקין	109.9		
אסורטי 600 גר	25.9		
אסורטי וילנוס 348 גר	39.9		
אסורטי עגבניות ומלפפונים 1.8ל דאדיה וניה	40.9		
אסורטי עגבניות/מלפפונים דיאדיה וניה 680	22.9		
אסורטי פרגלה עם שוקולד חלב 343 גר	34.9		
אסורטי פרגלה עם שוקולד מריר 343 גר 27.9	39.9		
אסטוניש מהדורה פרימי	16.4		
"אסטוניש מרסס 750 מ""ל"	15.4		
"אסטוניש מרסס פרמיום ארומטיק לכל בי750מ""ל"	19.5		
"אסטוניש מרסס פרמיום ארומטיק למטבח 750מ""ל"	19.5		
"אסטוניש מרסס פרמיום ארומטיק למקלחו750מ""ל"	19.5		
"אסטוניש פרימיום למשטחי מטבח 500 מ""ל"	20.9		
"אסטוניש פרימיום לניקוי אמבט 750 מ""ל"	16.4		
"אסטוניש פרימיום קרם עם אקונמיקה 500 מ""ל"	20.9		
אסטר Cׁ500 מג (60) בדצ אלטמן	64.9		
אסטרולה 1000 מג	239.9		
"אסטרייה דאם דאורה ללא גלוטן 330 מ""ל"	13.9		
אסיה טופו במרקם משי 300 גר	12.5		
"אסירטיקו מונוגראף (גאיה) 750 מ""ל"	84.9		
אסם זוג מרק נמס טעם עוף 38 גרם	6.9		
אסם חטיפי פריכונים תירס כלפ 80 גרם	9.5		
אסם חטיפי קרקר שמנת בצל 150 גרם	12.9		
אסם מיני קרמוגית שוקו 200 גרם	14.5		
אסם מיני שוקוציפס ממולאות 200 ג	15.5		
אסם עוגיות מיני שוקוציפס 225 גר	15.5		
אסם פודינג אינסטנט שוקולד 88 גרם	5.9		
אסם פודינג בטעם שוקולד מריר 90 גרם	5.9		
אסם פירורית בטעם ביסלי גריל 200 גרם	7.9		
אסם פסטה גן חיות 400 גרם	6.5		
אסם פסטה לבבות חדש 1400 גרם	6.5		
אסם פתי בר אצבעות שוקולד 180 גר	12.9		
אסם פתי בר בטעם פירות יער 500 גרם	16.5		
אסם פתי בר פינוקי וניל 220 גרם	12.9		
אסם פתי בר פינוקים שחור לבן 220 גרם	12.9		
אסם פתיבר דובי שוקולד 175 גרם	12.9		
אסם פתיבר קוקיז בטעם שוקו 155 גרם	13.9		
אסם ציפס גלי 150 גרם	12.5		
אסם ציפס גלי 45 גרם	5.2		
אסם ציפס גלי עגבניות צלויות 45 גרם	5.2		
אסם ציפס פלפל צילי 45 גרם	5.2		
אסם ציפס קלאסי 150 גרם	12.5		
אסם ציפס קלאסי 45 גרם	5.2		
אסם קרוטונים בסגנון איטלקי 180 גרם	16.9		
אסם קרוטונים בסגנון ים תיכוני 180 גרם	16.9		
אסם קרוטונים בסגנון מקסיקני 180 גרם	16.9		
אסם קרמוגית קרם בייגלה 200 גר	14.5		
אסם רוטב אלף האיים לסלט 600 גרם	27.9		
"אסם רוטב בסגנון סויה סיני 290 מ""ל"	17.9		
"אסם רוטב בסגנון סויה סיני 600 מ""ל"	27.9		
"אסם רוטב פיצה 600 מ""ל"	27.9		
"אסם רוטב צילי מתוק 600 מ""ל"	27.9		
אספרגוס	39.9		
אספרגוס לבן שלם ויליגר 330 גרם	10.9		
אספרגוס שלם מקולף 330 גרם צנצנת	13.5		
אספרסו פורטיסימו - קפה דרגה 08 50 גרם	15.9		
אסקימו לימון	3.9		
אפונה 400 גרם	8.9		
אפונה 500 גרם	7.5		
"אפונה 720 מ""ל SPILVA"	14.9		
אפונה גרוסה 800 גר מקפה	12.4		
אפונה וגזר 800גר סנפרוסט	22.9		
אפונה וגזר יכין 550 גר	12.9		
אפונה ירוקה 480 גרם	12.9		
אפונה ירוקה אורגנית 500 גרם	13.9		
אפונה ירוקה טבעפרוסט 800 גר	19.9		
אפונה ירוקה מוקפאת אורגני 400 גרם	14.9		
אפונה ירוקה עדינה טבעפרוסט 800 גר	22.9		
אפונה מתוקה בתרמיל 600 גרם סנפרוסט	28.9		
אפונה עדינה 600 גר סנפרוסט	19.9		
אפונה עדינה קפואה או	25.9		
אפונה קטנה עדינה יכין 550 גרם	12.5		
אפונת גינה 800 גרם-סנפרוסט	17.9		
אפונת גינה טעם הטבע קופסה 380 גר	9.0		
אפונת גינה רגילה 550 גרם יכין	12.9		
אפונת גן קפואה בונדואל 600 גרם	16.5		
אפטר אייט מנטה ותות 200 גרם	26.9		
אפטר שייב קרם לעור רגיש 100 מל	54.9		
אפיפית בטעם שוקו כשר לפסח 140 גרם	5.9		
"אפלסנקס ללת""ס אוכמניות שישיות"	28.9		
"אפלסנקס ללת""ס תפוחי עץ אגס שישיות"	28.9		
"אפלסנקס ללת""ס תפוחי עץ אפרסק שישיות"	29.9		
אפקטיב קר ת. רחצה מועשר בשמן שקדים 700 מ	18.9		
אפקטיב קר ת. רחצה מועשר בתמצית אלו 700 מ	18.9		
אפקטיב קר ת. רחצה מועשר בתמצית לבנ 700 מ	18.9		
אפרול 1 ליטר	89.9		
אפרופו טיובס טבעות בצל 50 גרם	5.5		
"אפריטיף לילה בלאן לבן 750 מ""ל"	79.9		
אפרסמון	19.9		
אפרסק	19.9		
אפרסק חצאים 820 גרם	14.2		
אפרסקים בסירופ 860 גרם	19.9		
אצבעות גבינה חצי קשה 25% 200 גרם	17.9		
אצבעות וופל בוטנים 120 גר רבע לשבע	14.9		
אצבעות וופל רבע לשבע 160 גר	14.9		
אצבעות מוצרלה 172 גר	20.5		
אצבעות עד חצות עם שוקולד חלב 125 גר	18.5		
אצבעות עמק 172 גר	19.9		
אצבעות שוקלד וניל במשקל	76.0		
אצבעות שניצל 600 גרם	43.5		
אצבעות שניצל בציפוי שומשום מאמא עוף 700 גרם	43.9		
אצות ווקאמה 40 גרם	12.5		
אצות ים ב-6.90 ל-100 גר	69.0		
אצות נורי בלו 10 דפים	13.5		
אצות נורי לסושי 41 ג	12.9		
אצות קומבו 57 גרם רונגצאנג	14.5		
"אצטון PHARMAX 100% מ""ל 100"	5.9		
אציטון 100 גר	5.5		
"אציטון 100 מ""ל"	4.9		
אקדחי בועות סבון מיניונים	19.9		
אקובר הכל באחד למדיח גמבו	109.9		
אקוה פרש משחת שיניים מנטה 100 מל	12.9		
"אקוה פרש משחת שיניים עדין 100 מ""ל"	12.9		
אקווה נובה 2 ל	2.9		
