item_name	itemprice	chain
MB מסיכה לשיער יסמין250מ	27.5	Shufersal
MB מסיכה לשיער יסמין250מ	26.9	Yellow
MB מסיכה לשיער יסמין250מ	27.9	city market
MB מרכך לשיער רגיל לברק	24.5	Shufersal
MB מרכך לשיער רגיל לברק	24.9	city market
"MB שמפו לשיער SM 500 מ""ל"	24.5	Shufersal
"MB שמפו לשיער SM 500 מ""ל"	24.9	city market
MBתחליב רחצה סחלבים600מ	15.5	Shufersal
MBתחליב רחצה סחלבים600מ	14.9	city market
MUTTI קוביות עגבניות	16.9	Dor Alon
MUTTI קוביות עגבניות	19.9	city market
MUTTIרוטב לפסטה מעגב	16.9	Dor Alon
MUTTIרוטב לפסטה מעגב	14.9	Yellow
"NM מי סודה 250 מ""ל"	7.9	Dor Alon
"NM מי סודה 250 מ""ל"	4.1	Hazi Hinam
"NM מי סודה 250 מ""ל"	4.0	Tiv Taam
"NO""1 מנקה אסלות"	7.0	Hazi Hinam
"NO""1 מנקה אסלות"	5.9	Rami Levi
"NO""1 מנקה אסלות"	7.9	Shufersal
"NO""1 מנקה אסלות"	6.0	Yellow
"NO""1 מנקה אסלות"	7.9	city market
Nadias  שניצל אפונה	24.9	Dor Alon
Nadias  שניצל אפונה	24.9	Tiv Taam
Nocciolata  ממרח אגו	23.9	Dor Alon
Nocciolata  ממרח אגו	22.9	Rami Levi
ONE כלב מידמקסי בקר	79.9	Rami Levi
ONE כלב מידמקסי בקר	89.9	Shufersal
OZ 4 כוסות- קרטון	6.9	Super Yehuda
OZ 4 כוסות- קרטון	7.5	Tiv Taam
OZ 4 כוסות- קרטון	4.7	city market
PAM תרסיס שמן זית 14	20.9	Dor Alon
PAM תרסיס שמן זית 14	14.9	Hazi Hinam
PAM תרסיס שמן זית 14	16.9	Rami Levi
PAM תרסיס שמן זית 14	15.9	Shufersal
PAM תרסיס שמן זית 14	22.9	Tiv Taam
PAM תרסיס שמן זית 14	14.9	Yellow
PAM תרסיס שמן זית 14	14.9	Yohananof
PAM תרסיס שמן קנולה	20.9	Dor Alon
PAM תרסיס שמן קנולה	14.9	Hazi Hinam
PAM תרסיס שמן קנולה	16.9	Rami Levi
PAM תרסיס שמן קנולה	15.9	Shufersal
PAM תרסיס שמן קנולה	21.9	Super Yehuda
PAM תרסיס שמן קנולה	22.9	Tiv Taam
PAM תרסיס שמן קנולה	14.9	Yellow
PAM תרסיס שמן קנולה	14.9	Yohananof
"PHARMAX קרם חמצן 9% 60 מ""ל"	6.9	Tiv Taam
"PHARMAX קרם חמצן 9% 60 מ""ל"	5.9	city market
POST דגני פרוטי פבלס	26.9	Dor Alon
POST דגני פרוטי פבלס	25.2	Hazi Hinam
POST דגני פרוטי פבלס	22.1	Rami Levi
POST דגני פרוטי פבלס	23.9	Shufersal
POST דגני פרוטי פבלס	26.9	Super Yehuda
POST דגני פרוטי פבלס	14.9	Yellow
POST דגני פרוטי פבלס	14.9	Yohananof
POST דגני פרוטי פבלס	22.9	city market
POST דגני רייזן ברן	27.9	Dor Alon
POST דגני רייזן ברן	26.2	Hazi Hinam
POST דגני רייזן ברן	23.1	Rami Levi
POST דגני רייזן ברן	28.9	Tiv Taam
POST דגני רייזן ברן	29.9	city market
PRO לחם אנגל 500 גרם	23.9	Dor Alon
PRO לחם אנגל 500 גרם	21.9	Rami Levi
PRO לחם אנגל 500 גרם	21.9	Shufersal
PRO לחם אנגל 500 גרם	24.9	Super Yehuda
PRO לחם אנגל 500 גרם	21.9	Yellow
PRO לחם אנגל 500 גרם	21.9	Yohananof
RC קולה שישיית   1.5 ליטר	28.7	Hazi Hinam
RC קולה שישיית   1.5 ליטר	26.8	Rami Levi
SERA חציל קלוי על הא	14.9	Dor Alon
SERA חציל קלוי על הא	14.1	Hazi Hinam
SERA חציל קלוי על הא	13.5	Rami Levi
SERA חציל קלוי על הא	13.9	Shufersal
SERA חציל קלוי על הא	17.9	Super Yehuda
SERA חציל קלוי על הא	13.9	Tiv Taam
SERA חציל קלוי על הא	13.9	Yellow
SERA חציל קלוי על הא	13.9	Yohananof
SERA חציל קלוי על הא	13.9	city market
TEREA אמבר חפיסה	38.0	Tiv Taam
TEREA אמבר חפיסה	33.0	city market
TEREA ברונז חפיסה	38.0	Tiv Taam
TEREA ברונז חפיסה	33.0	city market
TEREA סגול חפיסה	38.0	Tiv Taam
TEREA סגול חפיסה	33.0	city market
TEREA סיינה חפיסה	38.0	Tiv Taam
TEREA סיינה חפיסה	33.0	city market
TNX כביסה מרכך כביסה	26.9	Super Yehuda
TNX כביסה מרכך כביסה	23.9	city market
TNX מרסס חלונות פרש	14.9	Dor Alon
TNX מרסס חלונות פרש	13.1	Hazi Hinam
TNX מרסס חלונות פרש	12.9	Rami Levi
TNX מרסס חלונות פרש	13.9	Shufersal
TNX מרסס חלונות פרש	13.9	Tiv Taam
TNX מרסס חלונות פרש	12.9	city market
TNX מרסס מנקה ריפודי	26.9	Dor Alon
TNX מרסס מנקה ריפודי	25.2	Hazi Hinam
TNX מרסס מנקה ריפודי	24.9	Rami Levi
TNX מרסס מנקה ריפודי	25.9	Shufersal
TNX מרסס מנקה ריפודי	27.9	Super Yehuda
TNX מרסס מנקה ריפודי	24.9	Yellow
TNX מרסס מנקה ריפודי	24.9	city market
TNX ניילון נצמד 150/45	42.3	Hazi Hinam
TNX ניילון נצמד 150/45	39.9	city market
TNX נייר אפיה בגליל  20 מטר	20.1	Hazi Hinam
TNX נייר אפיה בגליל  20 מטר	19.9	Rami Levi
TNX נייר אפיה בגליל  20 מטר	24.9	Shufersal
TNX נייר אפיה בגליל  20 מטר	19.9	city market
"TNX רדיד אלומיניום 30 מטר רוחב 45 ס""מ"	40.3	Hazi Hinam
"TNX רדיד אלומיניום 30 מטר רוחב 45 ס""מ"	39.9	city market
TNX תבנית גסטרונום ביתי 2 יחידות	15.1	Hazi Hinam
TNX תבנית גסטרונום ביתי 2 יחידות	15.9	Shufersal
TNX תבנית גסטרונום ביתי 2 יחידות	13.9	city market
TNX תבנית חלה 4 יחידות	15.1	Hazi Hinam
TNX תבנית חלה 4 יחידות	15.9	Shufersal
TNX תבנית חלה 4 יחידות	13.9	city market
TNX תבנית עוגה 4 יחידות	15.1	Hazi Hinam
TNX תבנית עוגה 4 יחידות	15.9	Shufersal
TNX תבנית עוגה 4 יחידות	13.9	city market
TNX תבנית רוסטר בינוני 4 יחידות	15.1	Hazi Hinam
TNX תבנית רוסטר בינוני 4 יחידות	13.9	city market
TNX תבנית רוסטר מדורג 3 יחידות	15.1	Hazi Hinam
TNX תבנית רוסטר מדורג 3 יחידות	13.9	city market
TNX תרסיס לניקוי חלו	21.9	Dor Alon
TNX תרסיס לניקוי חלו	20.1	Hazi Hinam
TNX תרסיס לניקוי חלו	19.9	Rami Levi
TNX תרסיס לניקוי חלו	19.9	Yohananof
TNX תרסיס לניקוי חלו	19.9	city market
TODAY חטיף חלבון פאי	15.9	Dor Alon
TODAY חטיף חלבון פאי	14.5	Shufersal
TODAY חטיף חלבון פאי	15.5	Tiv Taam
TODAY חטיף חלבון פאי	13.9	city market
TODAY חטיף חלבון קרם	15.9	Dor Alon
TODAY חטיף חלבון קרם	12.8	Rami Levi
TODAY חטיף חלבון קרם	15.9	Super Yehuda
TODAY חטיף חלבון קרם	15.5	Tiv Taam
TODAY חטיף חלבון קרם	13.0	Yellow
TODAY חטיף חלבון קרם	13.9	city market
TODAY חטיף חלבון קרמ	15.9	Dor Alon
TODAY חטיף חלבון קרמ	13.9	city market
Tilda   אורז פרסי טי	17.9	Dor Alon
Tilda   אורז פרסי טי	15.1	Rami Levi
Tilda   אורז פרסי טי	15.9	Tiv Taam
ULTRA משקה אנרגיה מו	9.9	Dor Alon
ULTRA משקה אנרגיה מו	6.9	Rami Levi
ULTRA משקה אנרגיה מו	8.9	Shufersal
ULTRA משקה אנרגיה מו	10.9	Super Yehuda
ULTRA משקה אנרגיה מו	8.9	Tiv Taam
ULTRA משקה אנרגיה מו	8.4	Yellow
ULTRA משקה אנרגיה מו	8.4	Yohananof
ULTRA משקה אנרגיה מו	9.9	city market
Ultra Gold Zמשקה אנר	9.9	Dor Alon
Ultra Gold Zמשקה אנר	7.0	Rami Levi
Ultra Gold Zמשקה אנר	8.9	Shufersal
Ultra Gold Zמשקה אנר	8.9	Tiv Taam
Ultra Gold Zמשקה אנר	8.4	Yellow
Ultra Strawberry Zer	9.9	Dor Alon
Ultra Strawberry Zer	10.9	Super Yehuda
"V.S הנסי 700 מ""ל באריזת מתנה"	149.9	Tiv Taam
"V.S הנסי 700 מ""ל באריזת מתנה"	149.9	city market
WOKרוטב צילי  מתוק ד	17.9	Dor Alon
WOKרוטב צילי  מתוק ד	12.9	Yellow
WOKרוטב צילי  מתוק ד	12.9	Yohananof
WOKרוטב צילי  מתוק ד	17.9	city market
XL TEN משקה אנרגיה ב	6.9	Dor Alon
XL TEN משקה אנרגיה ב	4.2	Rami Levi
XL TEN משקה אנרגיה ב	6.9	Super Yehuda
XL TEN משקה אנרגיה ב	4.9	Tiv Taam
XL TEN משקה אנרגיה ב	4.5	Yellow
XL TEN משקה אנרגיה ב	4.5	Yohananof
XL TEN משקה אנרגיה ב	5.0	city market
"XL פחית 250 מ""ל"	4.2	Rami Levi
"XL פחית 250 מ""ל"	5.0	Shufersal
"XL פחית 250 מ""ל"	6.9	Super Yehuda
"XL פחית 250 מ""ל"	4.9	Tiv Taam
"XL פחית 250 מ""ל"	4.5	Yellow
"XL פחית 250 מ""ל"	4.5	Yohananof
"XL פחית 250 מ""ל"	5.0	city market
XL פחית אפרסק משמש 2	6.9	Dor Alon
XL פחית אפרסק משמש 2	4.7	Hazi Hinam
XL פחית אפרסק משמש 2	4.2	Rami Levi
XL פחית אפרסק משמש 2	5.0	Shufersal
XL פחית אפרסק משמש 2	6.9	Super Yehuda
XL פחית אפרסק משמש 2	4.9	Tiv Taam
XL פחית אפרסק משמש 2	4.5	Yohananof
XL פחית אפרסק משמש 2	5.0	city market
XL פחית מנגו אננס 25	6.9	Dor Alon
XL פחית מנגו אננס 25	4.7	Hazi Hinam
XL פחית מנגו אננס 25	4.2	Rami Levi
XL פחית מנגו אננס 25	5.0	Shufersal
XL פחית מנגו אננס 25	6.9	Super Yehuda
XL פחית מנגו אננס 25	4.9	Tiv Taam
XL פחית מנגו אננס 25	4.5	Yohananof
XL פחית מנגו אננס 25	5.0	city market
XXL ניקול שקיות אשפה עם ידיות 30 יחידות	28.9	Tiv Taam
XXL ניקול שקיות אשפה עם ידיות 30 יחידות	22.9	Yohananof
XXL ניקול שקיות אשפה עם ידיות 30 יחידות	32.9	city market
YOLO מעדן שוקולד חלב	6.2	Dor Alon
YOLO מעדן שוקולד חלב	5.2	Rami Levi
YOLO מעדן שוקולד חלב	5.9	Shufersal
YOLO מעדן שוקולד חלב	6.1	Super Yehuda
YOLO מעדן שוקולד חלב	5.9	Tiv Taam
YOLO מעדן שוקולד חלב	5.3	Yellow
YOLO מעדן שוקולד חלב	5.9	city market
YOLO מעדן שוקולד לבן	6.2	Dor Alon
YOLO מעדן שוקולד לבן	5.2	Rami Levi
YOLO מעדן שוקולד לבן	5.9	Shufersal
YOLO מעדן שוקולד לבן	6.1	Super Yehuda
YOLO מעדן שוקולד לבן	5.9	Tiv Taam
YOLO מעדן שוקולד לבן	5.3	Yellow
YOLO מעדן שוקולד לבן	5.9	city market
YOLO מעדן שוקולד מרי	6.2	Dor Alon
YOLO מעדן שוקולד מרי	5.7	Hazi Hinam
YOLO מעדן שוקולד מרי	5.2	Rami Levi
YOLO מעדן שוקולד מרי	5.9	Shufersal
YOLO מעדן שוקולד מרי	6.1	Super Yehuda
YOLO מעדן שוקולד מרי	5.9	city market
YOLO מעדן שכבות שוקו	6.2	Dor Alon
YOLO מעדן שכבות שוקו	5.2	Rami Levi
YOLO מעדן שכבות שוקו	5.9	Shufersal
YOLO מעדן שכבות שוקו	6.1	Super Yehuda
YOLO מעדן שכבות שוקו	5.9	Tiv Taam
YOLO מעדן שכבות שוקו	5.3	Yellow
YOLO מעדן שכבות שוקו	5.9	city market
YUKKI גלידה פלומביר אסקימו עם אגוזים 65ג	7.9	Hazi Hinam
YUKKI גלידה פלומביר אסקימו עם אגוזים 65ג	6.9	Yohananof
YUKKI גלידה פלומביר אסקימו עם אגוזים 65ג	6.9	city market
YUKKI גלידה קרם ברולה פלומביר בכוס 70ג	7.9	Hazi Hinam
YUKKI גלידה קרם ברולה פלומביר בכוס 70ג	8.9	Tiv Taam
YUKKI גלידה קרם ברולה פלומביר בכוס 70ג	6.9	Yohananof
ZERO ספרייט 1.5 ליטר	8.4	Hazi Hinam
ZERO ספרייט 1.5 ליטר	8.2	Rami Levi
ZERO ספרייט 1.5 ליטר	8.5	Shufersal
ZERO ספרייט 1.5 ליטר	10.5	Super Yehuda
ZERO ספרייט 1.5 ליטר	8.2	Yellow
ZERO ספרייט 1.5 ליטר	8.2	Yohananof
ZERO ספרייט 1.5 ליטר	9.9	city market
ZERO פיוז טי אפרסק 1	11.9	Dor Alon
ZERO פיוז טי אפרסק 1	8.8	Hazi Hinam
ZERO פיוז טי אפרסק 1	8.6	Rami Levi
ZERO פיוז טי אפרסק 1	8.9	Shufersal
ZERO פיוז טי אפרסק 1	10.1	Super Yehuda
ZERO פיוז טי אפרסק 1	7.9	Tiv Taam
ZERO פיוז טי אפרסק 1	8.6	Yellow
ZERO פיוז טי אפרסק 1	8.6	Yohananof
ZERO פיוז טי אפרסק 1	9.9	city market
ZERO פיוז טי גרין לי	11.9	Dor Alon
ZERO פיוז טי גרין לי	8.6	Rami Levi
ZERO פיוז טי גרין לי	8.9	Shufersal
ZERO פיוז טי גרין לי	9.9	city market
ZERO קולה שישייה 1.5 ליטר	45.9	Hazi Hinam
ZERO קולה שישייה 1.5 ליטר	45.9	Rami Levi
ZERO קולה שישייה 1.5 ליטר	45.9	Shufersal
ZERO קולה שישייה 1.5 ליטר	52.5	Super Yehuda
ZERO קולה שישייה 1.5 ליטר	45.9	Tiv Taam
ZERO קולה שישייה 1.5 ליטר	45.9	Yellow
ZERO קולה שישייה 1.5 ליטר	45.9	Yohananof
ZINC BETTER פותחן יין מלצרים	16.9	Hazi Hinam
ZINC BETTER פותחן יין מלצרים	14.9	Yohananof
"ZINC כותש שום 5.8*16 ס""מ BETTER"	39.9	Hazi Hinam
"ZINC כותש שום 5.8*16 ס""מ BETTER"	29.9	Yohananof
ZINC פורס ביצים 9.7*10.5 BETTER	39.9	Hazi Hinam
ZINC פורס ביצים 9.7*10.5 BETTER	27.9	Yohananof
"fit סבון כלים חזק לשומנים 750 מ""ל"	14.9	Tiv Taam
"fit סבון כלים חזק לשומנים 750 מ""ל"	12.9	Yellow
s m k kind sive	10.0	Super Yehuda
s m k kind sive	9.9	city market
tea ספרינג בטעם אפרס	6.9	Dor Alon
tea ספרינג בטעם אפרס	4.9	Yellow
tea ספרינג בטעם אפרס	4.9	Yohananof
voss petמים טבעיים 5	11.9	Dor Alon
voss petמים טבעיים 5	9.9	Tiv Taam
win חטיף חלבון קרם ח	14.9	Dor Alon
win חטיף חלבון קרם ח	15.5	Shufersal
win חטיף חלבון קרם ק	14.9	Dor Alon
win חטיף חלבון קרם ק	15.5	Shufersal
"א'גקס טריגר מוס מולטי פאוור 500 מ""ל"	17.1	Hazi Hinam
"א'גקס טריגר מוס מולטי פאוור 500 מ""ל"	13.9	Rami Levi
"א'גקס טריגר מוס מולטי פאוור 500 מ""ל"	13.9	Yohananof
"א'גקס טריגר מוס נגד אבנית 500 מ""ל"	17.1	Hazi Hinam
"א'גקס טריגר מוס נגד אבנית 500 מ""ל"	13.9	Rami Levi
א'גקס ספריי אמבטיה	17.1	Hazi Hinam
א'גקס ספריי אמבטיה	15.9	city market
א'גקס ספריי לניקוי כללי	17.1	Hazi Hinam
א'גקס ספריי לניקוי כללי	17.9	Tiv Taam
א'גקס ספריי לניקוי כללי	12.9	city market
"א'גקס ספריי עוצמת ה7 טריגר אקונומיקה 500 מ""ל"	17.1	Hazi Hinam
"א'גקס ספריי עוצמת ה7 טריגר אקונומיקה 500 מ""ל"	13.9	Rami Levi
"א'גקס ספריי עוצמת ה7 טריגר אקונומיקה 500 מ""ל"	18.5	Tiv Taam
"א'גקס ספריי עוצמת ה7 טריגר אקונומיקה 500 מ""ל"	12.9	city market
א.פרש מי פה	20.1	Hazi Hinam
א.פרש מי פה	21.9	Tiv Taam
א.פרש מי פה	20.1	Yellow
א.פרש מי פה	20.1	Yohananof
א.פרש מי פה	16.9	city market
א.פרש שלישיה עדין	20.1	Hazi Hinam
א.פרש שלישיה עדין	21.9	city market
א.ש. חטיף לבבות עוף	29.9	Rami Levi
א.ש. חטיף לבבות עוף	29.9	Yohananof
א.ש. חטיפים פונקציונ	69.9	Rami Levi
א.ש. חטיפים פונקציונ	69.9	Tiv Taam
א.ש. שקיות איסוף צוא	20.2	Rami Levi
א.ש. שקיות איסוף צוא	19.9	Yohananof
אב.כביסה פרסיל סופרה	15.9	Dor Alon
אב.כביסה פרסיל סופרה	14.5	Tiv Taam
אב.כביסה פרסיל סופרה	19.9	city market
אבוקדו אס	39.9	Super Yehuda
אבוקדו אס	6.0	Yohananof
אבוקדו ארוז בשל	25.9	Dor Alon
אבוקדו ארוז בשל	7.9	Shufersal
אבוקדו ארוז בשל	18.9	Tiv Taam
אבוקדו ארוז בשל	11.9	Yellow
אבוקדו ארוז בשל	11.9	Yohananof
אבוקדו ארוז בשל	12.9	city market
אבטיח שלם	2.9	Yellow
אבטיח שלם	2.9	Yohananof
אביזרי מטבח	9.9	Tiv Taam
אביזרי מטבח	9.9	city market
אבקה להכנה פלאן בדץ.	9.0	Hazi Hinam
אבקה להכנה פלאן בדץ.	7.9	city market
אבקה להכנת משקה בטעם	12.9	Yellow
אבקה להכנת משקה בטעם	12.9	Yohananof
אבקה להכנת משקה בטעם קפה	27.2	Hazi Hinam
אבקה להכנת משקה בטעם קפה	29.2	Rami Levi
אבקה להכנת משקה בטעם קפה	29.9	Shufersal
אבקה להכנת משקה בטעם קפה	32.9	Tiv Taam
אבקה להכנת משקה בטעם קרמל	27.2	Hazi Hinam
אבקה להכנת משקה בטעם קרמל	29.9	Shufersal
אבקה להכנת משקה בטעם קרמל	30.9	Tiv Taam
אבקה למניעת אבנית 1קג - קלגון	24.9	Hazi Hinam
אבקה למניעת אבנית 1קג - קלגון	29.9	Rami Levi
אבקה למניעת אבנית 1קג - קלגון	29.9	Shufersal
אבקה למניעת אבנית 1קג - קלגון	38.9	Tiv Taam
אבקה למניעת אבנית 1קג - קלגון	30.2	Yellow
אבקה למניעת אבנית 1קג - קלגון	30.2	Yohananof
אבקה למניעת אבנית 1קג - קלגון	21.9	city market
אבקה לניקוי ריח לימו	9.9	Rami Levi
אבקה לניקוי ריח לימו	12.9	Tiv Taam
אבקה לניקוי ריח לימו	9.9	Yellow
אבקה לניקוי ריח לימו	9.9	Yohananof
אבקה לניקוי ריח לימו	9.9	city market
אבקת אפיה	3.9	Dor Alon
אבקת אפיה	2.7	Rami Levi
אבקת אפיה	3.5	Tiv Taam
אבקת אפיה	2.7	Yellow
אבקת אפיה	2.7	Yohananof
אבקת אפיה	2.9	city market
אבקת אפיה 10 יח'	2.6	Hazi Hinam
אבקת אפיה 10 יח'	3.9	Super Yehuda
אבקת אפיה 10 יח'	3.1	Tiv Taam
אבקת אפיה 10 יח'	2.5	Yellow
אבקת אפיה 10 יח'	2.5	Yohananof
אבקת אפיה 10 יח'	2.9	city market
אבקת אפייה	5.9	Super Yehuda
אבקת אפייה	2.9	Tiv Taam
אבקת אפייה	2.9	city market
אבקת אפייה עשיריות	2.1	Hazi Hinam
אבקת אפייה עשיריות	3.0	Shufersal
אבקת אפייה עשיריות	1.9	Yellow
אבקת אפייה עשיריות	1.9	Yohananof
אבקת הלבנה רן 350 גר	17.9	Rami Levi
אבקת הלבנה רן 350 גר	22.9	Shufersal
אבקת הלבנה רן 350 גר	27.9	Super Yehuda
אבקת הלבנה רן 350 גר	30.9	Tiv Taam
אבקת הלבנה רן 350 גר	18.1	Yohananof
אבקת הלבנה רן 350 גר	29.9	city market
אבקת וואסבי 35 גרם קינגדאוו	16.5	Tiv Taam
אבקת וואסבי 35 גרם קינגדאוו	15.9	city market
אבקת חלבון GO עוגיות	149.0	Dor Alon
אבקת חלבון GO עוגיות	129.9	Hazi Hinam
אבקת חלבון בטעם וניל	159.9	Dor Alon
אבקת חלבון בטעם וניל	141.1	Hazi Hinam
אבקת חלבון בטעם שוקו	159.9	Dor Alon
אבקת חלבון בטעם שוקו	141.1	Hazi Hinam
"אבקת כביסה 2.5 ק""ג - קולון 101"	25.2	Hazi Hinam
"אבקת כביסה 2.5 ק""ג - קולון 101"	25.0	Rami Levi
"אבקת כביסה 2.5 ק""ג - קולון 101"	34.9	Tiv Taam
"אבקת כביסה 2.5 ק""ג - קולון 101"	23.9	city market
"אבקת כביסה 8 ק""ג קולון 101"	60.5	Hazi Hinam
"אבקת כביסה 8 ק""ג קולון 101"	58.9	Rami Levi
"אבקת כביסה 8 ק""ג קולון 101"	60.4	Yellow
"אבקת כביסה 8 ק""ג קולון 101"	60.4	Yohananof
"אבקת כביסה 8 ק""ג קולון 101"	68.9	city market
אבקת כביסה אריאל קול	39.9	Rami Levi
אבקת כביסה אריאל קול	40.2	Yohananof
אבקת כביסה יוחננוף 7	39.9	Yellow
אבקת כביסה יוחננוף 7	39.9	Yohananof
"אבקת כביסה מקסימה         2.5 ק""ג"	24.9	Hazi Hinam
"אבקת כביסה מקסימה         2.5 ק""ג"	29.9	city market
"אבקת כביסה מקסימה     2.5 ק""ג מאסק"	24.9	Hazi Hinam
"אבקת כביסה מקסימה     2.5 ק""ג מאסק"	26.9	Shufersal
